ages   ,list_price            ,num_reviews ,piece_count ,play_star_rating ,set_id  ,review_difficulty ,set_name                                                  ,star_rating ,theme_name                            ,val_star_rating ,country
7-Apr  ,  35.4929             ,          2 ,        175 ,             5   ,  10734 ,                  ,Demolition Site                                           ,        5   ,Juniors                               ,            4   ,NZ
7-Apr  ,  31.9429             ,          2 ,        100 ,             5   ,  10746 ,Easy              ,Mia's Farm Suitcase                                       ,        5   ,Juniors                               ,            4.5 ,NZ
7-Apr  ,  31.9429             ,          1 ,        110 ,                 ,  10740 ,Easy              ,Fire Patrol Suitcase                                      ,        4   ,Juniors                               ,                ,NZ
7-Apr  ,  28.3929             ,          2 ,        116 ,             5   ,  10743 ,Easy              ,Smokey's Garage                                           ,        4.5 ,Juniors                               ,            5   ,NZ
7-Apr  ,  28.3929             ,            ,        115 ,                 ,  10749 ,                  ,Mia's Organic Food Market                                 ,            ,Juniors                               ,                ,NZ
7-Apr  ,  28.3929             ,          2 ,         95 ,             2.5 ,  10742 ,Easy              ,Willy's Butte Speed Training                              ,        3   ,Juniors                               ,            3   ,NZ
7-Apr  ,  28.3929             ,          3 ,         94 ,             4.7 ,  10736 ,Average           ,Anna & Elsa's Frozen Playground                           ,        4.7 ,Juniors                               ,            4.7 ,NZ
7-Apr  ,  28.3929             ,            ,        115 ,                 ,  10751 ,                  ,Mountain Police Chase                                     ,            ,Juniors                               ,                ,NZ
7-Apr  ,  28.3929             ,          1 ,        125 ,             5   ,  10754 ,                  ,Spider-Man vs. Scorpion Street Showdown                   ,        4   ,Juniors                               ,            4   ,NZ
7-Apr  ,  28.3929             ,          2 ,        108 ,             4.5 ,  10739 ,Easy              ,Shark Attack                                              ,        4.5 ,Juniors                               ,            4   ,NZ
7-Apr  ,  28.3929             ,            ,        131 ,                 ,  10755 ,                  ,Zane's Ninja Boat Pursuit                                 ,            ,Juniors                               ,                ,NZ
7-Apr  ,  17.7429             ,          2 ,         63 ,             4   ,  10737 ,Easy              ,Batman™ vs. Mr. Freeze™                                   ,        4.5 ,Juniors                               ,            4   ,NZ
7-Apr  ,  17.7429             ,          2 ,         67 ,             5   ,  10738 ,Average           ,Snow White's Forest Cottage                               ,        5   ,Juniors                               ,            5   ,NZ
7-Apr  ,  14.192899999999998  ,          2 ,         67 ,             5   ,  10748 ,Very Easy         ,Emma's Pet Party                                          ,        5   ,Juniors                               ,            4   ,NZ
7-Apr  ,  14.192899999999998  ,          8 ,         47 ,             3.9 ,  10730 ,Very Easy         ,Lightning McQueen Speed Launcher                          ,        4   ,Juniors                               ,            3.9 ,NZ
7-Apr  ,  14.192899999999998  ,          3 ,         62 ,             4.3 ,  10733 ,Easy              ,Mater's Junkyard                                          ,        4.7 ,Juniors                               ,            5   ,NZ
7-Apr  ,  14.192899999999998  ,          1 ,         75 ,             5   ,  10732 ,                  ,Guido and Luigi's Pit Stop                                ,        5   ,Juniors                               ,            5   ,NZ
7-Apr  ,  14.192899999999998  ,          3 ,         59 ,             4.3 ,  10731 ,Easy              ,Cruz Ramirez Race Simulator                               ,        5   ,Juniors                               ,            4.3 ,NZ
7-Apr  ,  14.192899999999998  ,            ,         73 ,                 ,  10750 ,                  ,Road Repair Truck                                         ,            ,Juniors                               ,                ,NZ
7-Apr  ,  63.89289999999999   ,            ,        150 ,                 ,  10758 ,                  ,T. rex Breakout                                           ,            ,Juniors                               ,                ,NZ
7-Apr  ,  42.5929             ,            ,        178 ,                 ,  10761 ,                  ,The Great Home Escape                                     ,            ,Juniors                               ,                ,NZ
12-Aug , 177.4929             ,          3 ,       1019 ,             5   ,  75930 ,Easy              ,Indoraptor Rampage at Lockwood Estate                     ,        5   ,Indoraptor Rampage at Lockwood Estate ,            4.3 ,NZ
12-Jul , 106.4929             ,          1 ,        577 ,                 ,  75929 ,                  ,Carnotaurus Gyrosphere Escape                             ,        5   ,Carnotaurus Gyrosphere Escape         ,                ,NZ
12-Jul ,  92.2929             ,            ,        609 ,                 ,  75933 ,                  ,T. rex Transport                                          ,            ,T. rex Transport                      ,                ,NZ
12-Jun ,  63.89289999999999   ,          4 ,        360 ,             4.8 ,  75932 ,Average           ,Jurassic Park Velociraptor Chase                          ,        5   ,Jurassic Park Velociraptor Chase      ,            4.3 ,NZ
12-Jul ,  63.89289999999999   ,          2 ,        289 ,             3   ,  75931 ,Easy              ,Dilophosaurus Outpost Attack                              ,        3.5 ,Dilophosaurus Outpost Attack          ,            2.5 ,NZ
12-Jul ,  63.89289999999999   ,            ,        397 ,                 ,  75928 ,                  ,Blue's Helicopter Pursuit                                 ,            ,Blue's Helicopter Pursuit             ,                ,NZ
12-Jun ,  42.5929             ,          2 ,        222 ,             4.5 ,  75927 ,Average           ,Stygimoloch Breakout                                      ,        5   ,Stygimoloch Breakout                  ,            4.5 ,NZ
7-Apr  ,  35.4929             ,            ,         85 ,                 ,  10757 ,                  ,Raptor Rescue Truck                                       ,            ,Juniors                               ,                ,NZ
5-Feb  ,  31.9429             ,            ,         22 ,                 ,  10880 ,                  ,T. rex Tower                                              ,            ,DUPLO®                                ,                ,NZ
10+    ,  28.3929             ,          1 ,        234 ,             3   ,  41614 ,Easy              ,Owen & Blue                                               ,        5   ,BrickHeadz                            ,            5   ,NZ
12-Jun ,  28.3929             ,          2 ,        126 ,             4   ,  75926 ,Average           ,Pteranodon Chase                                          ,        4.5 ,Pteranodon Chase                      ,            3.5 ,NZ
7-Apr  ,  28.3929             ,            ,         84 ,                 ,  10756 ,                  ,Pteranodon Escape                                         ,            ,Juniors                               ,                ,NZ
5-Feb  ,  24.8429             ,          1 ,         24 ,                 ,  10879 ,                  ,Gentle Giants Petting Zoo                                 ,        5   ,DUPLO®                                ,                ,NZ
7-Apr  ,  63.89289999999999   ,            ,        150 ,                 ,  10758 ,                  ,T. rex Breakout                                           ,            ,Juniors                               ,                ,NZ
14+    , 177.4929             ,         52 ,       1363 ,             3.2 ,  76105 ,Average           ,The Hulkbuster: Ultron Edition                            ,        3.8 ,Marvel Super Heroes                   ,            4   ,NZ
14-Aug , 141.9929             ,          8 ,       1004 ,             4.9 ,  76108 ,Average           ,Sanctum Sanctorum Showdown                                ,        5   ,Marvel Super Heroes                   ,            4.9 ,NZ
14-Aug , 106.4929             ,         17 ,        674 ,             4.9 ,  76107 ,Average           ,Thanos: Ultimate Battle                                   ,        4.7 ,Marvel Super Heroes                   ,            4.2 ,NZ
14-Jul ,  49.6929             ,          3 ,        416 ,             3.7 ,  76103 ,Average           ,Corvus Glaive Thresher Attack                             ,        4   ,Marvel Super Heroes                   ,            3.7 ,NZ
14-Jul ,  42.5929             ,         13 ,        375 ,             4.7 ,  76104 ,Easy              ,The Hulkbuster Smash-Up                                   ,        4.8 ,Marvel Super Heroes                   ,            4.7 ,NZ
12-Jun ,  35.4929             ,         10 ,        223 ,             4.4 ,  76102 ,Easy              ,Thor's Weapon Quest                                       ,        4.4 ,Marvel Super Heroes                   ,            4.9 ,NZ
12-Jun ,  17.7429             ,         13 ,        124 ,             4.2 ,  76101 ,Easy              ,Outrider Dropship Attack                                  ,        4.8 ,Marvel Super Heroes                   ,            4.8 ,NZ
10+    ,  14.192899999999998  ,          3 ,        101 ,             4   ,  41604 ,Average           ,Iron Man MK50                                             ,        4.7 ,BrickHeadz                            ,            4.5 ,NZ
10+    ,  14.192899999999998  ,          2 ,        105 ,             3   ,  41605 ,Easy              ,Thanos                                                    ,        5   ,BrickHeadz                            ,            5   ,NZ
10+    ,  14.192899999999998  ,          1 ,        113 ,             5   ,  41606 ,Easy              ,Star-Lord                                                 ,        5   ,BrickHeadz                            ,            5   ,NZ
10+    ,  14.192899999999998  ,          1 ,        136 ,                 ,  41607 ,                  ,Gamora                                                    ,        5   ,BrickHeadz                            ,                ,NZ
14-Jul ,  78.09289999999999   ,          7 ,        375 ,             4.1 ,  76078 ,Easy              ,Hulk vs. Red Hulk                                         ,        3.7 ,Marvel Super Heroes                   ,            2.3 ,NZ
14-Jul ,  70.99289999999998   ,          6 ,        492 ,             4.7 ,  76088 ,Average           ,Thor vs. Hulk: Arena Clash                                ,        4.3 ,Marvel Super Heroes                   ,            4   ,NZ
14-Jul ,  70.99289999999998   ,          6 ,        400 ,             4.8 ,  76084 ,Easy              ,The Ultimate Battle for Asgard                            ,        4.3 ,Marvel Super Heroes                   ,            4.5 ,NZ
14-Jul ,  42.5929             ,         23 ,        375 ,             4.4 ,  76083 ,Average           ,Beware the Vulture                                        ,        4.6 ,Marvel Super Heroes                   ,            3.9 ,NZ
14-Jul ,  42.5929             ,          7 ,        358 ,             4.7 ,  76100 ,Average           ,Royal Talon Fighter Attack                                ,        4.7 ,Marvel Super Heroes                   ,            4.8 ,NZ
14-Jul ,  42.5929             ,         10 ,        377 ,             4.8 ,  76077 ,Easy              ,Iron Man: Detroit Steel Strikes                           ,        4.6 ,Marvel Super Heroes                   ,            4.3 ,NZ
12-Jun ,  35.4929             ,          9 ,        185 ,             3.9 ,  76082 ,Easy              ,ATM Heist Battle                                          ,        3.9 ,Marvel Super Heroes                   ,            4.2 ,NZ
12-Jun ,  35.4929             ,          6 ,        229 ,             4.4 ,  76099 ,Easy              ,Rhino Face-Off by the Mine                                ,        4.7 ,Marvel Super Heroes                   ,            5   ,NZ
12-Jun ,  35.4929             ,         10 ,        160 ,             3.9 ,  76076 ,Easy              ,Captain America Jet Pursuit                               ,        3.7 ,Marvel Super Heroes                   ,            3.9 ,NZ
5-Feb  ,  31.9429             ,            ,         38 ,                 ,  10876 ,                  ,Spider-Man & Hulk Adventures                              ,            ,DUPLO®                                ,                ,NZ
7-Apr  ,  28.3929             ,          1 ,        125 ,             5   ,  10754 ,                  ,Spider-Man vs. Scorpion Street Showdown                   ,        4   ,Juniors                               ,            4   ,NZ
12-May ,  14.192899999999998  ,          2 ,         79 ,             3.5 ,  76091 ,Easy              ,Mighty Micros: Thor vs. Loki                              ,        3.5 ,Marvel Super Heroes                   ,            3   ,NZ
12-May ,  14.192899999999998  ,            ,         86 ,                 ,  76090 ,                  ,Mighty Micros: Star-Lord vs. Nebula                       ,            ,Marvel Super Heroes                   ,                ,NZ
12-May ,  14.192899999999998  ,            ,         89 ,                 ,  76089 ,                  ,Mighty Micros: Scarlet Spider vs. Sandman                 ,            ,Marvel Super Heroes                   ,                ,NZ
10+    , 425.9929             ,         38 ,        601 ,             4.4 ,  31313 ,Challenging       ,LEGO® MINDSTORMS® EV3                                     ,        4.3 ,MINDSTORMS®                           ,            3.7 ,NZ
21-Oct , 191.6929             ,          1 ,          1 ,             5   ,  45500 ,Average           ,EV3 Intelligent Brick                                     ,        4   ,MINDSTORMS®                           ,            3   ,NZ
8+     ,  35.4929             ,          2 ,          1 ,             5   ,  45517 ,Very Easy         ,Transformer 10V DC                                        ,        4   ,MINDSTORMS®                           ,            2.5 ,NZ
21-Oct ,  28.3929             ,            ,          1 ,                 ,  45505 ,                  ,EV3 Gyro Sensor                                           ,            ,MINDSTORMS®                           ,                ,NZ
10+    ,  28.3929             ,          4 ,          1 ,             3   ,  45504 ,Challenging       ,EV3 Ultrasonic Sensor                                     ,        3.5 ,MINDSTORMS®                           ,            4   ,NZ
21-Oct ,  28.3929             ,            ,          1 ,                 ,  45509 ,                  ,EV3 Infrared Sensor                                       ,            ,MINDSTORMS®                           ,                ,NZ
21-Oct ,  24.1329             ,          2 ,          1 ,             5   ,  45502 ,                  ,EV3 Large Servo Motor                                     ,        5   ,MINDSTORMS®                           ,            5   ,NZ
21-Oct ,  24.1329             ,          1 ,          1 ,             5   ,  45506 ,Very Easy         ,EV3 Color Sensor                                          ,        5   ,MINDSTORMS®                           ,            5   ,NZ
10+    ,  24.1329             ,          3 ,          1 ,             5   ,  45508 ,Average           ,EV3 Infrared Beacon                                       ,        5   ,MINDSTORMS®                           ,            3.3 ,NZ
8+     ,  22.365              ,         13 ,          1 ,             3.8 ,   9843 ,Very Easy         ,Touch Sensor                                              ,        3.8 ,MINDSTORMS®                           ,            3.5 ,NZ
21-Oct ,  17.7429             ,          1 ,          1 ,             5   ,  45503 ,Easy              ,EV3 Medium Servo Motor                                    ,        5   ,MINDSTORMS®                           ,                ,NZ
21-Oct ,  16.322899999999994  ,            ,          1 ,                 ,  45507 ,                  ,EV3 Touch Sensor                                          ,            ,MINDSTORMS®                           ,                ,NZ
21-Oct ,  12.772899999999998  ,            ,          7 ,                 ,  45514 ,                  ,EV3 Cable Pack                                            ,            ,MINDSTORMS®                           ,                ,NZ
12+    , 319.4929             ,         11 ,       2863 ,             4.3 ,  21137 ,Challenging       ,The Mountain Cave                                         ,        4.5 ,Minecraft™                            ,            4.2 ,NZ
8+     , 163.2929             ,          2 ,       1122 ,             5   ,  21136 ,Easy              ,The Ocean Monument                                        ,        5   ,Minecraft™                            ,            4   ,NZ
8+     , 127.7929             ,          7 ,        729 ,             4   ,  21134 ,Average           ,The Waterfall Base                                        ,        4.1 ,Minecraft™                            ,            3.7 ,NZ
8+     ,  99.3929             ,          1 ,        717 ,             5   ,  21135 ,Challenging       ,The Crafting Box 2.0                                      ,        5   ,Minecraft™                            ,            5   ,NZ
8+     ,  78.09289999999999   ,          4 ,        549 ,             4.7 ,  21144 ,Easy              ,The Farm Cottage                                          ,        4.8 ,Minecraft™                            ,            4.3 ,NZ
8+     ,  63.89289999999999   ,          1 ,        470 ,             5   ,  21143 ,Average           ,The Nether Portal                                         ,        5   ,Minecraft™                            ,            5   ,NZ
8+     ,  49.6929             ,          6 ,        387 ,             4.2 ,  21130 ,Easy              ,The Nether Railway                                        ,        4.7 ,Minecraft™                            ,            4.2 ,NZ
8+     ,  42.5929             ,            ,        278 ,                 ,  21142 ,                  ,The Polar Igloo                                           ,            ,Minecraft™                            ,                ,NZ
14-Jul ,  28.3929             ,          4 ,        198 ,             4.5 ,  21140 ,Average           ,The Chicken Coop                                          ,        4.5 ,Minecraft™                            ,            5   ,NZ
14-Jul ,  28.3929             ,          2 ,        241 ,             5   ,  21141 ,Average           ,The Zombie Cave                                           ,        5   ,Minecraft™                            ,            4.5 ,NZ
8+     ,  28.3929             ,         16 ,        208 ,             4.4 ,  21123 ,Easy              ,The Iron Golem                                            ,        4.6 ,Minecraft™                            ,            4.4 ,NZ
8+     ,  28.3929             ,          5 ,        247 ,             5   ,  21129 ,Average           ,The Mushroom Island                                       ,        4.6 ,Minecraft™                            ,            4.8 ,NZ
14-Jun ,  17.7429             ,            ,         84 ,                 ,  21139 ,                  ,The Nether Fight                                          ,            ,Minecraft™                            ,                ,NZ
14-Jun ,  17.7429             ,          4 ,         69 ,             5   ,  21138 ,Easy              ,The Melon Farm                                            ,        4.3 ,Minecraft™                            ,            2.7 ,NZ
12-May ,  49.6929             ,         10 ,        169 ,             4.3 ,  60153 ,Very Easy         ,People pack – Fun at the beach                            ,        4.1 ,City                                  ,            3.6 ,NZ
5+     ,   4.2529             ,         13 ,          8 ,             4.3 ,  71020 ,Very Easy         ,THE LEGO® BATMAN MOVIE Series 2                           ,        4.8 ,Minifigures                           ,            4   ,NZ
5+     ,   4.2529             ,         16 ,          7 ,             4.5 ,  71021 ,Very Easy         ,Series 18: Party                                          ,        4.4 ,Minifigures                           ,            4.2 ,NZ
14-Sep , 163.2929             ,          5 ,       1426 ,             2   ,  70357 ,Challenging       ,Knighton Castle                                           ,        2.6 ,NEXO KNIGHTS™                         ,            1.8 ,NZ
14-Aug ,  70.99289999999998   ,          3 ,        604 ,             4.3 ,  72006 ,Challenging       ,Axl's Rolling Arsenal                                     ,        4   ,NEXO KNIGHTS™                         ,            4   ,NZ
14-Aug ,  56.7929             ,            ,        569 ,                 ,  72005 ,                  ,Aaron's X-bow                                             ,            ,NEXO KNIGHTS™                         ,                ,NZ
14-Aug ,  49.6929             ,          3 ,        506 ,             5   ,  72004 ,Average           ,Tech Wizard Showdown                                      ,        5   ,NEXO KNIGHTS™                         ,            5   ,NZ
14-Aug ,  42.5929             ,            ,        369 ,                 ,  72003 ,                  ,Berserker Bomber                                          ,            ,NEXO KNIGHTS™                         ,                ,NZ
14-Jul ,  28.3929             ,          1 ,        191 ,             4   ,  72002 ,Easy              ,Twinfector                                                ,        5   ,NEXO KNIGHTS™                         ,            3   ,NZ
14-Jul ,  28.3929             ,            ,        217 ,                 ,  72001 ,                  ,Lance's Hover Jouster                                     ,            ,NEXO KNIGHTS™                         ,                ,NZ
16+    , 425.9929             ,         88 ,       4867 ,             4.8 ,  70620 ,Challenging       ,NINJAGO® City                                             ,        4.9 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,NZ
14-Sep , 212.9929             ,         52 ,       2295 ,             4.7 ,  70618 ,Challenging       ,Destiny's Bounty                                          ,        4.9 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,NZ
14-Sep , 141.9929             ,          6 ,        914 ,             4.8 ,  70616 ,Average           ,Ice Tank                                                  ,        4.8 ,THE LEGO® NINJAGO® MOVIE™             ,            4.7 ,NZ
14-Sep , 120.6929             ,          9 ,        830 ,             4.6 ,  70656 ,Average           ,"garmadon, Garmadon, GARMADON!"                           ,        4.9 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,NZ
14-Sep , 120.6929             ,         15 ,       1403 ,             4.5 ,  70617 ,Average           ,Temple of The Ultimate Ultimate Weapon                    ,        4.8 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,NZ
14-Sep , 120.6929             ,         11 ,       1202 ,             4.7 ,  70632 ,Average           ,Quake Mech                                                ,        4.5 ,THE LEGO® NINJAGO® MOVIE™             ,            4.4 ,NZ
14-Aug ,  92.2929             ,          8 ,        747 ,             4.3 ,  70613 ,Average           ,Garma Mecha Man                                           ,        4.5 ,THE LEGO® NINJAGO® MOVIE™             ,            4.5 ,NZ
14-Aug ,  85.1929             ,          6 ,        765 ,             3.8 ,  70643 ,Average           ,Temple of Resurrection                                    ,        4.2 ,NINJAGO®                              ,            4.2 ,NZ
14-Sep ,  85.1929             ,         19 ,        944 ,             3.6 ,  70615 ,Average           ,Fire Mech                                                 ,        4.2 ,THE LEGO® NINJAGO® MOVIE™             ,            4.6 ,NZ
14-Sep ,  85.1929             ,          8 ,        876 ,             4.7 ,  70614 ,Average           ,Lightning Jet                                             ,        5   ,THE LEGO® NINJAGO® MOVIE™             ,            4.6 ,NZ
14-Aug ,  70.99289999999998   ,          7 ,        521 ,             4.7 ,  70631 ,Average           ,Garmadon's Volcano Lair                                   ,        4.3 ,THE LEGO® NINJAGO® MOVIE™             ,            5   ,NZ
14-Aug ,  70.99289999999998   ,         29 ,        544 ,             4.6 ,  70612 ,Average           ,Green Ninja Mech Dragon                                   ,        4.7 ,THE LEGO® NINJAGO® MOVIE™             ,            4.5 ,NZ
14-Aug ,  63.89289999999999   ,          2 ,        556 ,             4.5 ,  70642 ,Average           ,Killow vs. Samurai X                                      ,        4   ,NINJAGO®                              ,            4.5 ,NZ
14-Aug ,  63.89289999999999   ,            ,        530 ,                 ,  70640 ,                  ,S.O.G. Headquarters                                       ,            ,NINJAGO®                              ,                ,NZ
14-Aug ,  56.7929             ,         21 ,        494 ,             4.6 ,  70611 ,Average           ,Water Strider                                             ,        4.5 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,NZ
14-Sep ,  56.7929             ,          4 ,        552 ,             4.3 ,  70641 ,Challenging       ,Ninja Nightcrawler                                        ,        4.8 ,NINJAGO®                              ,            4.3 ,NZ
14-Jul ,  42.5929             ,          3 ,        308 ,             5   ,  70639 ,Average           ,Street Race of Snake Jaguar                               ,        4.7 ,NINJAGO®                              ,            4.3 ,NZ
14-Jul ,  42.5929             ,         10 ,        312 ,             3.5 ,  70608 ,Easy              ,Master Falls                                              ,        4   ,THE LEGO® NINJAGO® MOVIE™             ,            3.6 ,NZ
14-Aug ,  42.5929             ,          8 ,        341 ,             4.2 ,  70610 ,Average           ,Flying Jelly Sub                                          ,        4.6 ,THE LEGO® NINJAGO® MOVIE™             ,            4.5 ,NZ
14-Jul ,  42.5929             ,          6 ,        341 ,             4.4 ,  70609 ,Easy              ,Manta Ray Bomber                                          ,        4.3 ,THE LEGO® NINJAGO® MOVIE™             ,            4.2 ,NZ
14-Jul ,  28.3929             ,          3 ,        257 ,             5   ,  70638 ,Average           ,Katana V11                                                ,        5   ,NINJAGO®                              ,            5   ,NZ
14-Jul ,  28.3929             ,          8 ,        217 ,             4.1 ,  70629 ,Easy              ,Piranha Attack                                            ,        3.6 ,THE LEGO® NINJAGO® MOVIE™             ,            4.1 ,NZ
14-Jul ,  28.3929             ,         18 ,        233 ,             4.6 ,  70607 ,Easy              ,NINJAGO® City Chase                                       ,        4.6 ,THE LEGO® NINJAGO® MOVIE™             ,            4.5 ,NZ
7-Apr  ,  28.3929             ,            ,        131 ,                 ,  10755 ,                  ,Zane's Ninja Boat Pursuit                                 ,            ,Juniors                               ,                ,NZ
14-Jun ,  14.192899999999998  ,         11 ,        109 ,             4.5 ,  70606 ,Easy              ,Spinjitzu Training                                        ,        4.7 ,THE LEGO® NINJAGO® MOVIE™             ,            4.8 ,NZ
14-Jun ,  12.772899999999998  ,          1 ,         48 ,             5   ,  70628 ,Very Easy         ,Lloyd - Spinjitzu Master                                  ,        5   ,THE LEGO® NINJAGO® MOVIE™             ,            5   ,NZ
14-Jun ,  12.772899999999998  ,            ,         61 ,                 ,  70633 ,                  ,Kai - Spinjitzu Master                                    ,            ,NINJAGO®                              ,                ,NZ
14-Jun ,  12.772899999999998  ,          1 ,         68 ,             4   ,  70635 ,Very Easy         ,Jay - Spinjitzu Master                                    ,        4   ,NINJAGO®                              ,            3   ,NZ
14-Jun ,  12.772899999999998  ,          2 ,         73 ,             5   ,  70637 ,Easy              ,Cole - Spinjitzu Master                                   ,        5   ,NINJAGO®                              ,            3.5 ,NZ
14-Jun ,  12.772899999999998  ,            ,         69 ,                 ,  70636 ,                  ,Zane - Spinjitzu Master                                   ,            ,NINJAGO®                              ,                ,NZ
14-Jun ,  12.772899999999998  ,            ,         69 ,                 ,  70634 ,                  ,Nya - Spinjitzu Master                                    ,            ,NINJAGO®                              ,                ,NZ
14+    , 283.9929             ,         61 ,       2028 ,             4.6 ,  70751 ,Challenging       ,Temple of Airjitzu                                        ,        4.8 ,NINJAGO®                              ,            4.3 ,NZ
6+     , 922.9929             ,          7 ,       2631 ,             4.7 ,2000430 ,Easy              ,Identity and Landscape Kit                                ,        4.6 ,SERIOUS PLAY®                         ,            3.6 ,NZ
6+     , 709.9929             ,          8 ,       2455 ,             3.7 ,2000431 ,Average           ,Connections Kit                                           ,        3.4 ,SERIOUS PLAY®                         ,            2.9 ,NZ
6+     , 567.29               ,          2 ,       4900 ,             5   ,2000409 ,Easy              ,Window Exploration Bag                                    ,        5   ,SERIOUS PLAY®                         ,            5   ,NZ
6+     ,  35.4929             ,         10 ,        219 ,             3.9 ,2000414 ,Easy              ,Starter Kit                                               ,        3.9 ,SERIOUS PLAY®                         ,            3.3 ,NZ
14-Aug , 127.7929             ,          2 ,        841 ,             5   ,  75889 ,Average           ,Ferrari Ultimate Garage                                   ,        5   ,Speed Champions                       ,            4.5 ,NZ
14-Jul ,  42.5929             ,          4 ,        391 ,             5   ,  75888 ,Average           ,Porsche 911 RSR and 911 Turbo 3.0                         ,        4.8 ,Speed Champions                       ,            4.8 ,NZ
14-Jul ,  17.7429             ,          9 ,        183 ,             4.8 ,  75884 ,Easy              ,1968 Ford Mustang Fastback                                ,        4.9 ,Speed Champions                       ,            4.8 ,NZ
14-Jul ,  17.7429             ,          3 ,        179 ,             5   ,  75886 ,Easy              ,Ferrari 488 GT3 “Scuderia Corsa”                          ,        5   ,Speed Champions                       ,            5   ,NZ
14-Jul ,  17.7429             ,         13 ,        203 ,             4.5 ,  75885 ,Average           ,Ford Fiesta M-Sport WRC                                   ,        4.5 ,Speed Champions                       ,            4.5 ,NZ
14-Jul ,  17.7429             ,          3 ,        163 ,             5   ,  75887 ,Easy              ,Porsche 919 Hybrid                                        ,        5   ,Speed Champions                       ,            5   ,NZ
14-Aug , 127.7929             ,          8 ,        941 ,             4.6 ,  75883 ,Average           ,MERCEDES AMG PETRONAS Formula One™ Team                   ,        4.6 ,Speed Champions                       ,            4.3 ,NZ
14-Jul ,  42.5929             ,         12 ,        366 ,             4.5 ,  75881 ,Easy              ,2016 Ford GT & 1966 Ford GT40                             ,        4.8 ,Speed Champions                       ,            4.4 ,NZ
14-Jul ,  17.7429             ,         12 ,        196 ,             4.5 ,  75877 ,Easy              ,Mercedes-AMG GT3                                          ,        4.6 ,Speed Champions                       ,            4.4 ,NZ
14-Jul ,  17.7429             ,         10 ,        161 ,             4.7 ,  75880 ,Easy              ,McLaren 720S                                              ,        4.9 ,Speed Champions                       ,            4.7 ,NZ
14-Jul ,  17.7429             ,         11 ,        184 ,             4.8 ,  75879 ,Easy              ,Scuderia Ferrari SF16-H                                   ,        4.7 ,Speed Champions                       ,            4.7 ,NZ
14-Jul ,  17.7429             ,         19 ,        181 ,             4.7 ,  75878 ,Easy              ,Bugatti Chiron                                            ,        4.9 ,Speed Champions                       ,            4.8 ,NZ
14-Sep , 212.9929             ,          4 ,       1413 ,             4   ,  75212 ,Average           ,Kessel Run Millennium Falcon™                             ,        4   ,Star Wars™                            ,            3.8 ,NZ
12-Aug ,  63.89289999999999   ,          2 ,        464 ,             4   ,  75210 ,Easy              ,Moloch's Landspeeder™                                     ,        4.5 ,Star Wars™                            ,            3.5 ,NZ
12-Jul ,  35.4929             ,          7 ,        229 ,             4.4 ,  75208 ,Easy              ,Yoda's Hut                                                ,        4.6 ,Star Wars™                            ,            4.3 ,NZ
12-Jul ,  35.4929             ,          4 ,        345 ,             4.5 ,  75209 ,Easy              ,Han Solo's Landspeeder™                                   ,        4.8 ,Star Wars™                            ,            4.3 ,NZ
14-Jul ,  35.4929             ,          3 ,        101 ,             3.5 ,  75536 ,Easy              ,Range Trooper™                                            ,        4.7 ,Star Wars™                            ,            4.3 ,NZ
14-Aug ,  35.4929             ,            ,        104 ,                 ,  75537 ,                  ,Darth Maul™                                               ,            ,Star Wars™                            ,                ,NZ
14-Aug ,  35.4929             ,            ,        101 ,                 ,  75535 ,                  ,Han Solo™                                                 ,            ,Star Wars™                            ,                ,NZ
12-Jun ,  17.7429             ,          5 ,         99 ,             4.5 ,  75207 ,Very Easy         ,Imperial Patrol Battle Pack                               ,        5   ,Star Wars™                            ,            4.3 ,NZ
10+    ,  14.192899999999998  ,          1 ,        149 ,             2   ,  41609 ,Very Easy         ,Chewbacca™                                                ,        3   ,BrickHeadz                            ,            4   ,NZ
10+    ,  14.192899999999998  ,          1 ,        141 ,             2   ,  41608 ,Very Easy         ,Han Solo™                                                 ,        4   ,BrickHeadz                            ,            4   ,NZ
14+    , 638.9929             ,         84 ,       4016 ,             4.5 ,  75159 ,Challenging       ,Death Star™                                               ,        3.9 ,Star Wars™                            ,            3.5 ,NZ
14+    , 283.9929             ,         87 ,       1703 ,             3.3 ,  75144 ,Challenging       ,Snowspeeder™                                              ,        4.3 ,Star Wars™                            ,            4.1 ,NZ
14+    , 248.4929             ,        201 ,       1996 ,             3.9 ,  75060 ,Challenging       ,Slave I                                                   ,        4.8 ,Star Wars™                            ,            4.5 ,NZ
14-Sep , 184.5929             ,         31 ,       1416 ,             4.6 ,  75190 ,Average           ,First Order Star Destroyer™                               ,        4.8 ,Star Wars™                            ,            4.4 ,NZ
14-Sep , 184.5929             ,         34 ,       1376 ,             4   ,  75189 ,Challenging       ,First Order Heavy Assault Walker™                         ,        4.3 ,Star Wars™                            ,            3.8 ,NZ
14-Sep , 141.9929             ,         23 ,        780 ,             4.7 ,  75188 ,Average           ,Resistance Bomber                                         ,        4.6 ,Star Wars™                            ,            4   ,NZ
